sample_id,source_name,source_row,curve_id,load_case,deployment,response_axis,pattern,m,n,tcrease,tpanel,W,creaseE,panelE
miura_00003,miura,3,1,bending,0.6,z,1,36,9,0.000882369199859756,0.00496421459441006,0.00227882058001851,1508184050.47757,4519218088.69084
miura_00003,miura,3,2,bending,0.9,z,1,36,9,0.000882369199859756,0.00496421459441006,0.00227882058001851,1508184050.47757,4519218088.69084
miura_00003,miura,3,3,axial,0.3,x,1,36,9,0.000882369199859756,0.00496421459441006,0.00227882058001851,1508184050.47757,4519218088.69084
miura_00003,miura,3,4,axial,0.6,x,1,36,9,0.000882369199859756,0.00496421459441006,0.00227882058001851,1508184050.47757,4519218088.69084
miura_00003,miura,3,5,axial,0.9,x,1,36,9,0.000882369199859756,0.00496421459441006,0.00227882058001851,1508184050.47757,4519218088.69084
miura_00004,miura,4,0,bending,0.3,z,1,30,9,0.000724403307076035,0.0015040919902165,0.00236213636560887,4745892771.55499,4386203973.0984
miura_00004,miura,4,1,bending,0.6,z,1,30,9,0.000724403307076035,0.0015040919902165,0.00236213636560887,4745892771.55499,4386203973.0984
miura_00004,miura,4,2,bending,0.9,z,1,30,9,0.000724403307076035,0.0015040919902165,0.00236213636560887,4745892771.55499,4386203973.0984
miura_00004,miura,4,3,axial,0.3,x,1,30,9,0.000724403307076035,0.0015040919902165,0.00236213636560887,4745892771.55499,4386203973.0984
miura_00004,miura,4,4,axial,0.6,x,1,30,9,0.000724403307076035,0.0015040919902165,0.00236213636560887,4745892771.55499,4386203973.0984
miura_00004,miura,4,5,axial,0.9,x,1,30,9,0.000724403307076035,0.0015040919902165,0.00236213636560887,4745892771.55499,4386203973.0984
miura_00005,miura,5,0,bending,0.3,z,1,36,9,0.000532039166263691,0.00394787545001652,0.00324734318525961,1467340479.81424,4395060617.92979
miura_00005,miura,5,1,bending,0.6,z,1,36,9,0.000532039166263691,0.00394787545001652,0.00324734318525961,1467340479.81424,4395060617.92979
miura_00005,miura,5,2,bending,0.9,z,1,36,9,0.000532039166263691,0.00394787545001652,0.00324734318525961,1467340479.81424,4395060617.92979
miura_00005,miura,5,3,axial,0.3,x,1,36,9,0.000532039166263691,0.00394787545001652,0.00324734318525961,1467340479.81424,4395060617.92979
miura_00005,miura,5,4,axial,0.6,x,1,36,9,0.000532039166263691,0.00394787545001652,0.00324734318525961,1467340479.81424,4395060617.92979
miura_00005,miura,5,5,axial,0.9,x,1,36,9,0.000532039166263691,0.00394787545001652,0.00324734318525961,1467340479.81424,4395060617.92979
miura_00006,miura,6,0,bending,0.3,z,1,30,12,0.000693478329507651,0.00351891037459559,0.00317192421657318,1735003817.20226,2820997443.10931
miura_00006,miura,6,1,bending,0.6,z,1,30,12,0.000693478329507651,0.00351891037459559,0.00317192421657318,1735003817.20226,2820997443.10931
miura_00006,miura,6,2,bending,0.9,z,1,30,12,0.000693478329507651,0.00351891037459559,0.00317192421657318,1735003817.20226,2820997443.10931
miura_00006,miura,6,3,axial,0.3,x,1,30,12,0.000693478329507651,0.00351891037459559,0.00317192421657318,1735003817.20226,2820997443.10931
miura_00006,miura,6,4,axial,0.6,x,1,30,12,0.000693478329507651,0.00351891037459559,0.00317192421657318,1735003817.20226,2820997443.10931
miura_00006,miura,6,5,axial,0.9,x,1,30,12,0.000693478329507651,0.00351891037459559,0.00317192421657318,1735003817.20226,2820997443.10931
miura_00007,miura,7,0,bending,0.3,z,1,24,9,0.000864456965537421,0.00460566673927798,0.00126158818465115,2094563741.14635,1576200699.18252
miura_00007,miura,7,1,bending,0.6,z,1,24,9,0.000864456965537421,0.00460566673927798,0.00126158818465115,2094563741.14635,1576200699.18252
miura_00007,miura,7,2,bending,0.9,z,1,24,9,0.000864456965537421,0.00460566673927798,0.00126158818465115,2094563741.14635,1576200699.18252
miura_00007,miura,7,3,axial,0.3,x,1,24,9,0.000864456965537421,0.00460566673927798,0.00126158818465115,2094563741.14635,1576200699.18252
miura_00007,miura,7,4,axial,0.6,x,1,24,9,0.000864456965537421,0.00460566673927798,0.00126158818465115,2094563741.14635,1576200699.18252
miura_00007,miura,7,5,axial,0.9,x,1,24,9,0.000864456965537421,0.00460566673927798,0.00126158818465115,2094563741.14635,1576200699.18252
miura_00008,miura,8,0,bending,0.3,z,1,24,12,0.00087684143495659,0.00132685355863591,0.00237658660090301,4836417092.43767,3788052106.12506
miura_00008,miura,8,1,bending,0.6,z,1,24,12,0.00087684143495659,0.00132685355863591,0.00237658660090301,4836417092.43767,3788052106.12506
miura_00008,miura,8,2,bending,0.9,z,1,24,12,0.00087684143495659,0.00132685355863591,0.00237658660090301,4836417092.43767,3788052106.12506
miura_00008,miura,8,3,axial,0.3,x,1,24,12,0.00087684143495659,0.00132685355863591,0.00237658660090301,4836417092.43767,3788052106.12506
miura_00008,miura,8,4,axial,0.6,x,1,24,12,0.00087684143495659,0.00132685355863591,0.00237658660090301,4836417092.43767,3788052106.12506
miura_00008,miura,8,5,axial,0.9,x,1,24,12,0.00087684143495659,0.00132685355863591,0.00237658660090301,4836417092.43767,3788052106.12506
miura_00009,miura,9,0,bending,0.3,z,1,24,9,0.000601302634941872,0.00408061858664168,0.00331187273795578,2203273995.30002,3500746813.44264
miura_00009,miura,9,1,bending,0.6,z,1,24,9,0.000601302634941872,0.00408061858664168,0.00331187273795578,2203273995.30002,3500746813.44264
miura_00009,miura,9,2,bending,0.9,z,1,24,9,0.000601302634941872,0.00408061858664168,0.00331187273795578,2203273995.30002,3500746813.44264
miura_00009,miura,9,3,axial,0.3,x,1,24,9,0.000601302634941872,0.00408061858664168,0.00331187273795578,2203273995.30002,3500746813.44264
miura_00009,miura,9,4,axial,0.6,x,1,24,9,0.000601302634941872,0.00408061858664168,0.00331187273795578,2203273995.30002,3500746813.44264
miura_00009,miura,9,5,axial,0.9,x,1,24,9,0.000601302634941872,0.00408061858664168,0.00331187273795578,2203273995.30002,3500746813.44264
miura_00010,miura,10,0,bending,0.3,z,1,36,6,0.000844378915005213,0.00150167698995823,0.00185985637982206,1448779676.04526,3102171164.06426
miura_00010,miura,10,1,bending,0.6,z,1,36,6,0.000844378915005213,0.00150167698995823,0.00185985637982206,1448779676.04526,3102171164.06426
miura_00010,miura,10,2,bending,0.9,z,1,36,6,0.000844378915005213,0.00150167698995823,0.00185985637982206,1448779676.04526,3102171164.06426
miura_00010,miura,10,3,axial,0.3,x,1,36,6,0.000844378915005213,0.00150167698995823,0.00185985637982206,1448779676.04526,3102171164.06426
miura_00010,miura,10,4,axial,0.6,x,1,36,6,0.000844378915005213,0.00150167698995823,0.00185985637982206,1448779676.04526,3102171164.06426
miura_00010,miura,10,5,axial,0.9,x,1,36,6,0.000844378915005213,0.00150167698995823,0.00185985637982206,1448779676.04526,3102171164.06426
miura_00011,miura,11,0,bending,0.3,z,1,36,6,0.000941913620657233,0.00439810188338398,0.00115924437330657,1457970343.81322,2872391620.04082
miura_00011,miura,11,1,bending,0.6,z,1,36,6,0.000941913620657233,0.00439810188338398,0.00115924437330657,1457970343.81322,2872391620.04082
miura_00011,miura,11,2,bending,0.9,z,1,36,6,0.000941913620657233,0.00439810188338398,0.00115924437330657,1457970343.81322,2872391620.04082
miura_00011,miura,11,3,axial,0.3,x,1,36,6,0.000941913620657233,0.00439810188338398,0.00115924437330657,1457970343.81322,2872391620.04082
miura_00011,miura,11,4,axial,0.6,x,1,36,6,0.000941913620657233,0.00439810188338398,0.00115924437330657,1457970343.81322,2872391620.04082
miura_00011,miura,11,5,axial,0.9,x,1,36,6,0.000941913620657233,0.00439810188338398,0.00115924437330657,1457970343.81322,2872391620.04082
miura_00012,miura,12,0,bending,0.3,z,1,30,9,0.000677951837679074,0.0027244071431557,0.0037265369972995,3752173143.3727,4155232492.76764
miura_00012,miura,12,1,bending,0.6,z,1,30,9,0.000677951837679074,0.0027244071431557,0.0037265369972995,3752173143.3727,4155232492.76764
miura_00012,miura,12,2,bending,0.9,z,1,30,9,0.000677951837679074,0.0027244071431557,0.0037265369972995,3752173143.3727,4155232492.76764
miura_00012,miura,12,3,axial,0.3,x,1,30,9,0.000677951837679074,0.0027244071431557,0.0037265369972995,3752173143.3727,4155232492.76764
miura_00012,miura,12,4,axial,0.6,x,1,30,9,0.000677951837679074,0.0027244071431557,0.0037265369972995,3752173143.3727,4155232492.76764
miura_00012,miura,12,5,axial,0.9,x,1,30,9,0.000677951837679074,0.0027244071431557,0.0037265369972995,3752173143.3727,4155232492.76764
miura_00013,miura,13,0,bending,0.3,z,1,30,9,0.000969505811068513,0.00119960762521669,0.00296092428344053,4980021623.32524,1021675852.08106
miura_00013,miura,13,1,bending,0.6,z,1,30,9,0.000969505811068513,0.00119960762521669,0.00296092428344053,4980021623.32524,1021675852.08106
miura_00013,miura,13,2,bending,0.9,z,1,30,9,0.000969505811068513,0.00119960762521669,0.00296092428344053,4980021623.32524,1021675852.08106
miura_00013,miura,13,3,axial,0.3,x,1,30,9,0.000969505811068513,0.00119960762521669,0.00296092428344053,4980021623.32524,1021675852.08106
miura_00013,miura,13,4,axial,0.6,x,1,30,9,0.000969505811068513,0.00119960762521669,0.00296092428344053,4980021623.32524,1021675852.08106
miura_00013,miura,13,5,axial,0.9,x,1,30,9,0.000969505811068513,0.00119960762521669,0.00296092428344053,4980021623.32524,1021675852.08106
miura_00014,miura,14,0,bending,0.3,z,1,24,6,0.00051662774910543,0.0032517209629375,0.0034588017653271,3915574868.22988,1802599110.46491
miura_00014,miura,14,1,bending,0.6,z,1,24,6,0.00051662774910543,0.0032517209629375,0.0034588017653271,3915574868.22988,1802599110.46491
miura_00014,miura,14,2,bending,0.9,z,1,24,6,0.00051662774910543,0.0032517209629375,0.0034588017653271,3915574868.22988,1802599110.46491
miura_00014,miura,14,3,axial,0.3,x,1,24,6,0.00051662774910543,0.0032517209629375,0.0034588017653271,3915574868.22988,1802599110.46491
miura_00014,miura,14,4,axial,0.6,x,1,24,6,0.00051662774910543,0.0032517209629375,0.0034588017653271,3915574868.22988,1802599110.46491
miura_00014,miura,14,5,axial,0.9,x,1,24,6,0.00051662774910543,0.0032517209629375,0.0034588017653271,3915574868.22988,1802599110.46491
miura_00015,miura,15,0,bending,0.3,z,1,36,9,0.000590672327154965,0.00237582020910863,0.0039880607905352,3779913664.45176,1047144086.13125
miura_00015,miura,15,1,bending,0.6,z,1,36,9,0.000590672327154965,0.00237582020910863,0.0039880607905352,3779913664.45176,1047144086.13125
miura_00015,miura,15,2,bending,0.9,z,1,36,9,0.000590672327154965,0.00237582020910863,0.0039880607905352,3779913664.45176,1047144086.13125
miura_00015,miura,15,3,axial,0.3,x,1,36,9,0.000590672327154965,0.00237582020910863,0.0039880607905352,3779913664.45176,1047144086.13125
miura_00015,miura,15,4,axial,0.6,x,1,36,9,0.000590672327154965,0.00237582020910863,0.0039880607905352,3779913664.45176,1047144086.13125
miura_00015,miura,15,5,axial,0.9,x,1,36,9,0.000590672327154965,0.00237582020910863,0.0039880607905352,3779913664.45176,1047144086.13125
miura_00016,miura,16,0,bending,0.3,z,1,36,12,0.000792109956113001,0.0043465801083396,0.00136624925120701,4465076590.2748,4852149434.32523
miura_00016,miura,16,1,bending,0.6,z,1,36,12,0.000792109956113001,0.0043465801083396,0.00136624925120701,4465076590.2748,4852149434.32523
miura_00016,miura,16,2,bending,0.9,z,1,36,12,0.000792109956113001,0.0043465801083396,0.00136624925120701,4465076590.2748,4852149434.32523
miura_00016,miura,16,3,axial,0.3,x,1,36,12,0.000792109956113001,0.0043465801083396,0.00136624925120701,4465076590.2748,4852149434.32523
miura_00016,miura,16,4,axial,0.6,x,1,36,12,0.000792109956113001,0.0043465801083396,0.00136624925120701,4465076590.2748,4852149434.32523
miura_00016,miura,16,5,axial,0.9,x,1,36,12,0.000792109956113001,0.0043465801083396,0.00136624925120701,4465076590.2748,4852149434.32523
miura_00017,miura,17,0,bending,0.3,z,1,30,9,0.000895491094598212,0.00168643934401237,0.00209813753906219,2843656353.98084,4845251916.34833
miura_00017,miura,17,1,bending,0.6,z,1,30,9,0.000895491094598212,0.00168643934401237,0.00209813753906219,2843656353.98084,4845251916.34833
miura_00017,miura,17,2,bending,0.9,z,1,30,9,0.000895491094598212,0.00168643934401237,0.00209813753906219,2843656353.98084,4845251916.34833
miura_00017,miura,17,3,axial,0.3,x,1,30,9,0.000895491094598212,0.00168643934401237,0.00209813753906219,2843656353.98084,4845251916.34833
miura_00017,miura,17,4,axial,0.6,x,1,30,9,0.000895491094598212,0.00168643934401237,0.00209813753906219,2843656353.98084,4845251916.34833
miura_00017,miura,17,5,axial,0.9,x,1,30,9,0.000895491094598212,0.00168643934401237,0.00209813753906219,2843656353.98084,4845251916.34833
miura_00018,miura,18,0,bending,0.3,z,1,24,9,0.000664842151656532,0.00487159857631383,0.00344119081175605,2912527609.06578,2734321200.02512
miura_00018,miura,18,1,bending,0.6,z,1,24,9,0.000664842151656532,0.00487159857631383,0.00344119081175605,2912527609.06578,2734321200.02512
miura_00018,miura,18,2,bending,0.9,z,1,24,9,0.000664842151656532,0.00487159857631383,0.00344119081175605,2912527609.06578,2734321200.02512
miura_00018,miura,18,3,axial,0.3,x,1,24,9,0.000664842151656532,0.00487159857631383,0.00344119081175605,2912527609.06578,2734321200.02512
miura_00018,miura,18,4,axial,0.6,x,1,24,9,0.000664842151656532,0.00487159857631383,0.00344119081175605,2912527609.06578,2734321200.02512
miura_00018,miura,18,5,axial,0.9,x,1,24,9,0.000664842151656532,0.00487159857631383,0.00344119081175605,2912527609.06578,2734321200.02512
miura_00019,miura,19,0,bending,0.3,z,1,36,12,0.000596331459894062,0.00101677967474732,0.00127201476555426,2694765647.31708,4768434540.73405
miura_00019,miura,19,1,bending,0.6,z,1,36,12,0.000596331459894062,0.00101677967474732,0.00127201476555426,2694765647.31708,4768434540.73405
miura_00019,miura,19,2,bending,0.9,z,1,36,12,0.000596331459894062,0.00101677967474732,0.00127201476555426,2694765647.31708,4768434540.73405
miura_00019,miura,19,3,axial,0.3,x,1,36,12,0.000596331459894062,0.00101677967474732,0.00127201476555426,2694765647.31708,4768434540.73405
miura_00019,miura,19,4,axial,0.6,x,1,36,12,0.000596331459894062,0.00101677967474732,0.00127201476555426,2694765647.31708,4768434540.73405
miura_00019,miura,19,5,axial,0.9,x,1,36,12,0.000596331459894062,0.00101677967474732,0.00127201476555426,2694765647.31708,4768434540.73405
miura_00020,miura,20,0,bending,0.3,z,1,36,9,0.000736912272080902,0.00573053129776591,0.00272919079387016,3715104344.50102,2294989500.80703
miura_00020,miura,20,1,bending,0.6,z,1,36,9,0.000736912272080902,0.00573053129776591,0.00272919079387016,3715104344.50102,2294989500.80703
miura_00020,miura,20,2,bending,0.9,z,1,36,9,0.000736912272080902,0.00573053129776591,0.00272919079387016,3715104344.50102,2294989500.80703
miura_00020,miura,20,3,axial,0.3,x,1,36,9,0.000736912272080902,0.00573053129776591,0.00272919079387016,3715104344.50102,2294989500.80703
miura_00020,miura,20,4,axial,0.6,x,1,36,9,0.000736912272080902,0.00573053129776591,0.00272919079387016,3715104344.50102,2294989500.80703
miura_00020,miura,20,5,axial,0.9,x,1,36,9,0.000736912272080902,0.00573053129776591,0.00272919079387016,3715104344.50102,2294989500.80703
miura_00021,miura,21,0,bending,0.3,z,1,36,12,0.000714018062729061,0.00368654972676513,0.00318507082810062,2578852180.4759,3308332696.44308
miura_00021,miura,21,1,bending,0.6,z,1,36,12,0.000714018062729061,0.00368654972676513,0.00318507082810062,2578852180.4759,3308332696.44308
miura_00021,miura,21,2,bending,0.9,z,1,36,12,0.000714018062729061,0.00368654972676513,0.00318507082810062,2578852180.4759,3308332696.44308
miura_00021,miura,21,3,axial,0.3,x,1,36,12,0.000714018062729061,0.00368654972676513,0.00318507082810062,2578852180.4759,3308332696.44308
miura_00021,miura,21,4,axial,0.6,x,1,36,12,0.000714018062729061,0.00368654972676513,0.00318507082810062,2578852180.4759,3308332696.44308
miura_00021,miura,21,5,axial,0.9,x,1,36,12,0.000714018062729061,0.00368654972676513,0.00318507082810062,2578852180.4759,3308332696.44308
miura_00022,miura,22,0,bending,0.3,z,1,24,9,0.000624946406337579,0.00416973091457693,0.00394725172328982,2987954644.9857,2504605757.48993
miura_00022,miura,22,1,bending,0.6,z,1,24,9,0.000624946406337579,0.00416973091457693,0.00394725172328982,2987954644.9857,2504605757.48993
miura_00022,miura,22,2,bending,0.9,z,1,24,9,0.000624946406337579,0.00416973091457693,0.00394725172328982,2987954644.9857,2504605757.48993
miura_00022,miura,22,3,axial,0.3,x,1,24,9,0.000624946406337579,0.00416973091457693,0.00394725172328982,2987954644.9857,2504605757.48993
miura_00022,miura,22,4,axial,0.6,x,1,24,9,0.000624946406337579,0.00416973091457693,0.00394725172328982,2987954644.9857,2504605757.48993
miura_00022,miura,22,5,axial,0.9,x,1,24,9,0.000624946406337579,0.00416973091457693,0.00394725172328982,2987954644.9857,2504605757.48993
miura_00023,miura,23,0,bending,0.3,z,1,36,9,0.00071075987041618,0.0011764726368428,0.00181753978748503,1355394260.59392,1661475966.76965
miura_00023,miura,23,1,bending,0.6,z,1,36,9,0.00071075987041618,0.0011764726368428,0.00181753978748503,1355394260.59392,1661475966.76965
miura_00023,miura,23,2,bending,0.9,z,1,36,9,0.00071075987041618,0.0011764726368428,0.00181753978748503,1355394260.59392,1661475966.76965
miura_00023,miura,23,3,axial,0.3,x,1,36,9,0.00071075987041618,0.0011764726368428,0.00181753978748503,1355394260.59392,1661475966.76965
miura_00023,miura,23,4,axial,0.6,x,1,36,9,0.00071075987041618,0.0011764726368428,0.00181753978748503,1355394260.59392,1661475966.76965
miura_00023,miura,23,5,axial,0.9,x,1,36,9,0.00071075987041618,0.0011764726368428,0.00181753978748503,1355394260.59392,1661475966.76965
miura_00024,miura,24,0,bending,0.3,z,1,30,12,0.000862004678022034,0.00440928369896876,0.00317423559304108,3485128558.57737,3814916317.68581
miura_00024,miura,24,1,bending,0.6,z,1,30,12,0.000862004678022034,0.00440928369896876,0.00317423559304108,3485128558.57737,3814916317.68581
miura_00024,miura,24,2,bending,0.9,z,1,30,12,0.000862004678022034,0.00440928369896876,0.00317423559304108,3485128558.57737,3814916317.68581
miura_00024,miura,24,3,axial,0.3,x,1,30,12,0.000862004678022034,0.00440928369896876,0.00317423559304108,3485128558.57737,3814916317.68581
miura_00024,miura,24,4,axial,0.6,x,1,30,12,0.000862004678022034,0.00440928369896876,0.00317423559304108,3485128558.57737,3814916317.68581
miura_00024,miura,24,5,axial,0.9,x,1,30,12,0.000862004678022034,0.00440928369896876,0.00317423559304108,3485128558.57737,3814916317.68581
miura_00025,miura,25,0,bending,0.3,z,1,24,12,0.000884688674128057,0.00137229510194415,0.00130683515178801,1377810646.10708,2821373631.0951
miura_00025,miura,25,1,bending,0.6,z,1,24,12,0.000884688674128057,0.00137229510194415,0.00130683515178801,1377810646.10708,2821373631.0951
miura_00025,miura,25,2,bending,0.9,z,1,24,12,0.000884688674128057,0.00137229510194415,0.00130683515178801,1377810646.10708,2821373631.0951
miura_00025,miura,25,3,axial,0.3,x,1,24,12,0.000884688674128057,0.00137229510194415,0.00130683515178801,1377810646.10708,2821373631.0951
miura_00025,miura,25,4,axial,0.6,x,1,24,12,0.000884688674128057,0.00137229510194415,0.00130683515178801,1377810646.10708,2821373631.0951
miura_00025,miura,25,5,axial,0.9,x,1,24,12,0.000884688674128057,0.00137229510194415,0.00130683515178801,1377810646.10708,2821373631.0951
miura_00026,miura,26,0,bending,0.3,z,1,30,6,0.000861460727287678,0.00313170666759585,0.00237433921301353,4111391931.90406,3947755820.40755
miura_00026,miura,26,1,bending,0.6,z,1,30,6,0.000861460727287678,0.00313170666759585,0.00237433921301353,4111391931.90406,3947755820.40755
miura_00026,miura,26,2,bending,0.9,z,1,30,6,0.000861460727287678,0.00313170666759585,0.00237433921301353,4111391931.90406,3947755820.40755
miura_00026,miura,26,3,axial,0.3,x,1,30,6,0.000861460727287678,0.00313170666759585,0.00237433921301353,4111391931.90406,3947755820.40755
miura_00026,miura,26,4,axial,0.6,x,1,30,6,0.000861460727287678,0.00313170666759585,0.00237433921301353,4111391931.90406,3947755820.40755
miura_00026,miura,26,5,axial,0.9,x,1,30,6,0.000861460727287678,0.00313170666759585,0.00237433921301353,4111391931.90406,3947755820.40755
miura_00027,miura,27,0,bending,0.3,z,1,30,9,0.000784758166714231,0.00296858625248223,0.0034547140560963,4105362691.37478,2860007058.15896
miura_00027,miura,27,1,bending,0.6,z,1,30,9,0.000784758166714231,0.00296858625248223,0.0034547140560963,4105362691.37478,2860007058.15896
miura_00027,miura,27,2,bending,0.9,z,1,30,9,0.000784758166714231,0.00296858625248223,0.0034547140560963,4105362691.37478,2860007058.15896
miura_00027,miura,27,3,axial,0.3,x,1,30,9,0.000784758166714231,0.00296858625248223,0.0034547140560963,4105362691.37478,2860007058.15896
miura_00027,miura,27,4,axial,0.6,x,1,30,9,0.000784758166714231,0.00296858625248223,0.0034547140560963,4105362691.37478,2860007058.15896
miura_00027,miura,27,5,axial,0.9,x,1,30,9,0.000784758166714231,0.00296858625248223,0.0034547140560963,4105362691.37478,2860007058.15896
miura_00028,miura,28,0,bending,0.3,z,1,24,12,0.000538324465588752,0.00287313183354511,0.0028119782061714,3245954976.58272,3945902038.3134
miura_00028,miura,28,1,bending,0.6,z,1,24,12,0.000538324465588752,0.00287313183354511,0.0028119782061714,3245954976.58272,3945902038.3134
miura_00028,miura,28,2,bending,0.9,z,1,24,12,0.000538324465588752,0.00287313183354511,0.0028119782061714,3245954976.58272,3945902038.3134
miura_00028,miura,28,3,axial,0.3,x,1,24,12,0.000538324465588752,0.00287313183354511,0.0028119782061714,3245954976.58272,3945902038.3134
miura_00028,miura,28,4,axial,0.6,x,1,24,12,0.000538324465588752,0.00287313183354511,0.0028119782061714,3245954976.58272,3945902038.3134
miura_00028,miura,28,5,axial,0.9,x,1,24,12,0.000538324465588752,0.00287313183354511,0.0028119782061714,3245954976.58272,3945902038.3134
miura_00029,miura,29,0,bending,0.3,z,1,24,12,0.00089480231859764,0.00451721467888954,0.00274221068850478,4405244422.68854,4938964586.9537
miura_00029,miura,29,1,bending,0.6,z,1,24,12,0.00089480231859764,0.00451721467888954,0.00274221068850478,4405244422.68854,4938964586.9537
miura_00029,miura,29,2,bending,0.9,z,1,24,12,0.00089480231859764,0.00451721467888954,0.00274221068850478,4405244422.68854,4938964586.9537
miura_00029,miura,29,3,axial,0.3,x,1,24,12,0.00089480231859764,0.00451721467888954,0.00274221068850478,4405244422.68854,4938964586.9537
miura_00029,miura,29,4,axial,0.6,x,1,24,12,0.00089480231859764,0.00451721467888954,0.00274221068850478,4405244422.68854,4938964586.9537
miura_00029,miura,29,5,axial,0.9,x,1,24,12,0.00089480231859764,0.00451721467888954,0.00274221068850478,4405244422.68854,4938964586.9537
miura_00030,miura,30,0,bending,0.3,z,1,30,9,0.000732940085252325,0.00490618568766726,0.00120887918708714,4859648465.49032,1924407091.89922
miura_00030,miura,30,1,bending,0.6,z,1,30,9,0.000732940085252325,0.00490618568766726,0.00120887918708714,4859648465.49032,1924407091.89922
miura_00030,miura,30,2,bending,0.9,z,1,30,9,0.000732940085252325,0.00490618568766726,0.00120887918708714,4859648465.49032,1924407091.89922
miura_00030,miura,30,3,axial,0.3,x,1,30,9,0.000732940085252325,0.00490618568766726,0.00120887918708714,4859648465.49032,1924407091.89922
miura_00030,miura,30,4,axial,0.6,x,1,30,9,0.000732940085252325,0.00490618568766726,0.00120887918708714,4859648465.49032,1924407091.89922
miura_00030,miura,30,5,axial,0.9,x,1,30,9,0.000732940085252325,0.00490618568766726,0.00120887918708714,4859648465.49032,1924407091.89922
miura_00031,miura,31,0,bending,0.3,z,1,24,9,0.000539316272866432,0.00205172916660521,0.00138919617523501,2904807118.27465,1230036318.00765
miura_00031,miura,31,1,bending,0.6,z,1,24,9,0.000539316272866432,0.00205172916660521,0.00138919617523501,2904807118.27465,1230036318.00765
miura_00031,miura,31,2,bending,0.9,z,1,24,9,0.000539316272866432,0.00205172916660521,0.00138919617523501,2904807118.27465,1230036318.00765
miura_00031,miura,31,3,axial,0.3,x,1,24,9,0.000539316272866432,0.00205172916660521,0.00138919617523501,2904807118.27465,1230036318.00765
miura_00031,miura,31,4,axial,0.6,x,1,24,9,0.000539316272866432,0.00205172916660521,0.00138919617523501,2904807118.27465,1230036318.00765
miura_00031,miura,31,5,axial,0.9,x,1,24,9,0.000539316272866432,0.00205172916660521,0.00138919617523501,2904807118.27465,1230036318.00765
miura_00032,miura,32,0,bending,0.3,z,1,30,12,0.000645939842421607,0.0048789069448601,0.00187381049249495,4042888909.4814,4732698207.33362
miura_00032,miura,32,1,bending,0.6,z,1,30,12,0.000645939842421607,0.0048789069448601,0.00187381049249495,4042888909.4814,4732698207.33362
miura_00032,miura,32,2,bending,0.9,z,1,30,12,0.000645939842421607,0.0048789069448601,0.00187381049249495,4042888909.4814,4732698207.33362
miura_00032,miura,32,3,axial,0.3,x,1,30,12,0.000645939842421607,0.0048789069448601,0.00187381049249495,4042888909.4814,4732698207.33362
miura_00032,miura,32,4,axial,0.6,x,1,30,12,0.000645939842421607,0.0048789069448601,0.00187381049249495,4042888909.4814,4732698207.33362
miura_00032,miura,32,5,axial,0.9,x,1,30,12,0.000645939842421607,0.0048789069448601,0.00187381049249495,4042888909.4814,4732698207.33362
miura_00033,miura,33,0,bending,0.3,z,1,24,9,0.000931793912949121,0.00193354002202983,0.00148797918199674,1362140429.08355,3663048019.41355
miura_00033,miura,33,1,bending,0.6,z,1,24,9,0.000931793912949121,0.00193354002202983,0.00148797918199674,1362140429.08355,3663048019.41355
miura_00033,miura,33,2,bending,0.9,z,1,24,9,0.000931793912949121,0.00193354002202983,0.00148797918199674,1362140429.08355,3663048019.41355
miura_00033,miura,33,3,axial,0.3,x,1,24,9,0.000931793912949121,0.00193354002202983,0.00148797918199674,1362140429.08355,3663048019.41355
miura_00033,miura,33,4,axial,0.6,x,1,24,9,0.000931793912949121,0.00193354002202983,0.00148797918199674,1362140429.08355,3663048019.41355
miura_00033,miura,33,5,axial,0.9,x,1,24,9,0.000931793912949121,0.00193354002202983,0.00148797918199674,1362140429.08355,3663048019.41355
miura_00034,miura,34,0,bending,0.3,z,1,24,12,0.00098351198468363,0.00118350422768423,0.00387651845153515,3920104173.96148,4613292605.44328
miura_00034,miura,34,1,bending,0.6,z,1,24,12,0.00098351198468363,0.00118350422768423,0.00387651845153515,3920104173.96148,4613292605.44328
miura_00034,miura,34,2,bending,0.9,z,1,24,12,0.00098351198468363,0.00118350422768423,0.00387651845153515,3920104173.96148,4613292605.44328
miura_00034,miura,34,3,axial,0.3,x,1,24,12,0.00098351198468363,0.00118350422768423,0.00387651845153515,3920104173.96148,4613292605.44328
miura_00034,miura,34,4,axial,0.6,x,1,24,12,0.00098351198468363,0.00118350422768423,0.00387651845153515,3920104173.96148,4613292605.44328
miura_00034,miura,34,5,axial,0.9,x,1,24,12,0.00098351198468363,0.00118350422768423,0.00387651845153515,3920104173.96148,4613292605.44328
miura_00035,miura,35,0,bending,0.3,z,1,30,12,0.000731881625589826,0.00324488766812127,0.00212993924204918,1310153498.01913,1446390627.37365
miura_00035,miura,35,1,bending,0.6,z,1,30,12,0.000731881625589826,0.00324488766812127,0.00212993924204918,1310153498.01913,1446390627.37365
miura_00035,miura,35,2,bending,0.9,z,1,30,12,0.000731881625589826,0.00324488766812127,0.00212993924204918,1310153498.01913,1446390627.37365
miura_00035,miura,35,3,axial,0.3,x,1,30,12,0.000731881625589826,0.00324488766812127,0.00212993924204918,1310153498.01913,1446390627.37365
miura_00035,miura,35,4,axial,0.6,x,1,30,12,0.000731881625589826,0.00324488766812127,0.00212993924204918,1310153498.01913,1446390627.37365
